X,Y,R,G,B
35,5,72,176,40
36,5,72,173,45
37,5,72,166,48
38,5,77,162,47
39,5,76,158,48
40,5,80,150,56
41,5,84,145,54
42,5,85,142,55
43,5,85,140,58
44,5,86,135,57
45,5,88,131,62
46,5,89,126,66
47,5,96,121,67
48,5,96,118,70
49,5,97,115,74
50,5,100,111,73
51,5,104,109,75
52,5,104,107,72
53,5,107,107,75
54,5,104,106,80
55,5,104,104,92
56,5,107,102,90
57,5,108,104,87
58,5,109,102,88
59,5,113,103,95
60,5,115,103,96
61,5,115,101,89
62,5,112,97,93
63,5,108,97,94
64,5,111,95,96
65,5,112,96,97
66,5,116,95,97
67,5,116,95,97
68,5,122,91,99
69,5,125,92,98
70,5,125,93,94
71,5,130,90,96
72,5,128,87,101
73,5,127,87,105
74,5,128,90,100
75,5,129,92,98
76,5,131,91,100
77,5,134,87,98
78,5,141,84,96
79,5,142,84,90
80,5,139,86,92
81,5,143,84,102
82,5,150,80,102
83,5,146,81,100
84,5,141,84,96
85,5,145,84,96
86,5,148,82,100
87,5,156,80,101
88,5,157,79,97
89,5,159,78,99
90,5,162,76,103
91,5,157,78,105
92,5,161,75,100
93,5,160,74,96
94,5,155,76,98
95,5,154,77,100
96,5,156,72,100
97,5,161,70,98
98,5,165,72,98
99,5,153,72,104
100,5,144,74,98
101,5,144,72,99
102,5,145,70,95
103,5,141,71,94
104,5,132,71,94
105,5,130,72,92
106,5,124,74,91
107,5,114,72,93
108,5,114,69,93
109,5,113,68,92
110,5,104,69,90
111,5,103,67,92
112,5,99,65,88
113,5,93,66,82
114,5,89,64,79
115,5,82,64,79
116,5,78,63,82
117,5,74,60,88
118,5,67,61,83
119,5,66,58,77
0,6,50,119,86
1,6,51,120,85
2,6,52,122,85
3,6,49,124,82
4,6,49,128,79
5,6,51,129,80
6,6,52,130,81
7,6,53,134,81
8,6,52,136,83
9,6,55,137,82
10,6,58,139,75
11,6,56,142,72
12,6,55,144,73
13,6,55,148,64
14,6,56,148,62
15,6,57,149,61
16,6,54,152,66
17,6,59,153,65
18,6,61,155,62
19,6,54,159,58
20,6,58,162,54
21,6,61,164,49
22,6,58,169,48
23,6,58,171,49
24,6,56,174,48
25,6,51,183,45
26,6,55,187,45
27,6,57,191,41
28,6,63,193,35
29,6,61,196,38
30,6,62,196,42
31,6,65,195,38
32,6,66,193,36
33,6,66,188,40
34,6,70,184,41
35,6,75,180,42
36,6,76,175,44
37,6,76,169,46
38,6,81,164,47
39,6,79,161,49
40,6,78,154,51
41,6,87,148,52
42,6,88,142,58
43,6,90,136,66
44,6,93,134,68
45,6,91,131,65
46,6,93,126,67
47,6,97,121,72
48,6,97,120,76
49,6,101,117,73
50,6,101,115,70
51,6,102,113,72
52,6,106,109,79
53,6,105,110,77
54,6,102,108,76
55,6,110,104,83
56,6,106,107,89
57,6,104,107,87
58,6,109,102,90
59,6,110,100,94
60,6,115,99,88
61,6,116,100,89
62,6,115,97,94
63,6,116,95,95
64,6,118,97,98
65,6,115,97,96
66,6,116,94,99
67,6,114,96,97
68,6,117,95,91
69,6,123,95,98
70,6,125,91,100
71,6,131,88,102
72,6,130,87,101
73,6,126,90,102
74,6,125,91,100
75,6,127,88,101
76,6,127,89,99
77,6,129,92,96
78,6,135,91,95
79,6,138,90,95
80,6,140,88,97
81,6,143,85,96
82,6,146,81,98
83,6,142,82,100
84,6,140,86,96
85,6,145,84,94
86,6,151,80,100
87,6,157,79,101
88,6,161,77,99
89,6,162,75,105
90,6,162,75,105
91,6,162,77,99
92,6,167,76,102
93,6,165,74,103
94,6,162,79,100
95,6,161,77,99
96,6,161,75,102
97,6,165,71,100
98,6,169,71,100
99,6,161,72,102
100,6,156,74,99
101,6,154,69,98
102,6,150,71,98
103,6,146,71,99
104,6,138,69,101
105,6,133,70,94
106,6,125,72,90
107,6,117,73,95
108,6,118,70,95
109,6,114,68,95
110,6,111,68,92
111,6,105,68,90
112,6,103,67,90
113,6,99,67,80
114,6,96,67,79
115,6,87,63,82
116,6,79,64,87
117,6,78,62,90
118,6,71,60,85
119,6,64,61,78
0,7,48,120,84
1,7,51,120,85
2,7,52,122,82
3,7,53,123,84
4,7,56,124,83
5,7,54,127,82
6,7,54,134,77
7,7,55,135,79
8,7,56,135,86
9,7,57,141,76
10,7,58,144,67
11,7,57,143,75
12,7,56,145,76
13,7,55,148,64
14,7,60,152,62
15,7,63,152,65
16,7,57,153,66
17,7,58,155,59
18,7,60,157,63
19,7,55,161,55
20,7,58,164,55
21,7,60,167,54
22,7,62,171,48
23,7,62,171,48
24,7,61,178,47
25,7,55,184,50
26,7,55,187,47
27,7,58,192,40
28,7,62,198,34
29,7,65,196,34
30,7,69,198,36
31,7,67,198,38
32,7,71,197,36
33,7,75,191,38
34,7,76,185,41
35,7,80,179,41
36,7,79,176,39
37,7,78,173,36
38,7,83,168,41
39,7,84,164,48
40,7,83,158,49
41,7,84,154,48
42,7,82,151,48
43,7,92,142,57
44,7,99,136,64
45,7,95,132,62
46,7,100,128,66
47,7,103,121,76
48,7,103,119,75
49,7,105,116,76
50,7,105,117,74
51,7,103,115,70
52,7,106,111,78
53,7,106,111,78
54,7,103,110,81
55,7,108,107,83
56,7,108,107,83
57,7,108,107,83
58,7,109,102,88
59,7,114,100,84
60,7,118,102,87
61,7,110,103,89
62,7,110,101,90
63,7,115,99,86
64,7,120,98,89
65,7,120,96,100
66,7,118,96,104
67,7,115,99,98
68,7,117,97,92
69,7,116,96,93
70,7,122,93,100
71,7,128,92,100
72,7,130,93,101
73,7,128,90,98
74,7,126,93,100
75,7,132,89,102
76,7,134,90,96
77,7,132,91,91
78,7,135,90,99
79,7,139,86,104
80,7,142,85,100
81,7,143,88,93
82,7,147,88,92
83,7,143,84,100
84,7,148,84,99
85,7,152,84,96
86,7,152,84,100
87,7,158,82,101
88,7,157,81,98
89,7,160,81,101
90,7,166,81,98
91,7,169,78,104
92,7,171,75,107
93,7,173,74,105
94,7,173,75,99
95,7,171,76,101
96,7,173,75,101
97,7,175,72,100
98,7,173,72,104
99,7,165,76,104
100,7,164,75,103
101,7,160,73,102
102,7,160,71,101
103,7,150,73,99
104,7,139,71,96
105,7,133,70,94
106,7,130,69,94
107,7,124,70,92
108,7,119,71,87
109,7,118,70,86
110,7,118,66,93
111,7,109,69,94
112,7,103,67,88
113,7,100,68,81
114,7,97,67,84
115,7,87,66,85
116,7,79,65,83
117,7,74,62,82
118,7,71,63,84
119,7,64,61,82
0,8,48,121,87
1,8,49,124,82
2,8,54,125,83
3,8,55,123,82
4,8,55,127,80
5,8,58,129,82
6,8,56,133,77
7,8,56,137,78
8,8,61,136,81
9,8,59,140,72
10,8,57,144,67
11,8,59,145,77
12,8,60,146,83
13,8,60,150,74
14,8,61,153,65
15,8,63,157,59
16,8,57,159,54
17,8,57,159,54
18,8,57,159,54
19,8,56,163,52
20,8,54,168,54
21,8,55,171,57
22,8,62,173,51
23,8,61,175,48
24,8,61,180,46
25,8,61,183,49
26,8,60,188,45
27,8,61,193,41
28,8,62,194,43
29,8,66,196,41
30,8,69,200,37
31,8,70,201,38
32,8,76,198,36
33,8,75,195,36
34,8,74,192,43
35,8,80,186,38
36,8,81,181,40
37,8,80,179,41
38,8,85,173,41
39,8,88,164,45
40,8,86,162,45
41,8,85,158,47
42,8,88,148,57
43,8,93,143,58
44,8,96,142,56
45,8,102,135,60
46,8,106,130,65
47,8,111,124,72
48,8,104,122,68
49,8,109,117,69
50,8,111,113,74
51,8,112,110,81
52,8,111,108,82
53,8,108,110,80
54,8,106,108,83
55,8,111,105,85
56,8,111,106,81
57,8,112,104,81
58,8,111,105,89
59,8,112,107,86
60,8,114,103,87
61,8,113,103,91
62,8,114,103,89
63,8,118,101,89
64,8,119,100,93
65,8,120,97,96
66,8,118,95,98
67,8,116,98,98
68,8,115,99,96
69,8,117,97,90
70,8,118,95,96
71,8,123,95,98
72,8,128,93,96
73,8,130,94,91
74,8,130,93,97
75,8,131,91,96
76,8,136,89,94
77,8,136,90,89
78,8,135,92,93
79,8,137,89,101
80,8,139,87,96
81,8,145,87,93
82,8,146,86,95
83,8,145,86,97
84,8,155,84,99
85,8,158,82,101
86,8,155,82,102
87,8,154,81,97
88,8,158,83,97
89,8,160,82,99
90,8,165,80,97
91,8,174,76,102
92,8,176,76,107
93,8,178,79,98
94,8,179,78,100
95,8,178,76,103
96,8,181,75,99
97,8,182,73,98
98,8,175,75,102
99,8,171,75,107
100,8,166,72,104
101,8,161,72,102
102,8,159,70,100
103,8,154,73,98
104,8,142,77,90
105,8,139,74,93
106,8,139,72,92
107,8,131,74,91
108,8,126,71,90
109,8,125,70,88
110,8,120,69,88
111,8,114,67,90
112,8,107,67,90
113,8,106,66,86
114,8,103,65,89
115,8,85,70,78
116,8,78,70,77
117,8,75,65,80
118,8,72,65,81
119,8,65,62,79
0,9,54,119,85
1,9,56,123,89
2,9,54,126,88
3,9,52,128,82
4,9,53,130,81
5,9,59,131,81
6,9,57,131,81
7,9,58,135,80
8,9,66,137,81
9,9,64,140,80
10,9,61,143,72
11,9,60,148,71
12,9,60,150,72
13,9,63,149,68
14,9,67,152,62
15,9,67,153,58
16,9,61,157,54
17,9,62,161,57
18,9,66,163,58
19,9,60,168,50
20,9,55,173,47
21,9,53,174,49
22,9,54,178,45
23,9,57,182,44
24,9,57,186,49
25,9,59,186,50
26,9,60,191,44
27,9,62,194,40
28,9,65,196,45
29,9,66,198,42
30,9,70,201,40
31,9,73,200,36
32,9,76,198,36
33,9,73,197,37
34,9,76,192,37
35,9,84,187,43
36,9,79,187,42
37,9,81,181,42
38,9,87,171,43
39,9,92,169,45
40,9,92,164,44
41,9,92,157,53
42,9,97,148,58
43,9,99,145,58
44,9,99,142,61
45,9,106,134,63
46,9,109,128,65
47,9,105,125,71
48,9,107,125,69
49,9,112,122,61
50,9,115,112,70
51,9,117,108,79
52,9,112,111,77
53,9,112,110,79
54,9,114,105,79
55,9,122,103,78
56,9,114,107,78
57,9,111,105,85
58,9,111,104,93
59,9,114,103,89
60,9,118,101,91
61,9,115,100,91
62,9,110,106,87
63,9,119,101,96
64,9,120,97,96
65,9,118,99,89
66,9,118,99,91
67,9,118,99,89
68,9,118,99,91
69,9,120,97,96
70,9,123,95,96
71,9,126,92,94
72,9,128,94,91
73,9,130,95,89
74,9,130,90,94
75,9,129,92,96
76,9,128,91,92
77,9,131,92,94
78,9,135,91,97
79,9,138,91,100
80,9,136,90,91
81,9,146,86,93
82,9,152,86,99
83,9,151,85,96
84,9,154,81,97
85,9,154,80,101
86,9,155,82,98
87,9,157,84,97
88,9,165,79,99
89,9,166,79,99
90,9,170,82,93
91,9,176,78,97
92,9,179,77,103
93,9,182,78,100
94,9,184,75,100
95,9,182,76,100
96,9,181,75,97
97,9,184,73,99
98,9,181,74,103
99,9,175,74,108
100,9,170,74,104
101,9,169,72,105
102,9,167,72,100
103,9,159,71,96
104,9,148,75,93
105,9,144,75,94
106,9,139,73,95
107,9,131,74,93
108,9,127,72,93
109,9,122,71,88
110,9,119,71,87
111,9,120,66,89
112,9,111,68,85
113,9,104,67,88
114,9,98,64,89
115,9,91,69,79
116,9,89,67,77
117,9,81,64,81
118,9,75,65,82
119,9,68,65,82
0,10,59,119,90
1,10,59,119,88
2,10,59,124,84
3,10,60,126,83
4,10,59,131,81
5,10,57,132,79
6,10,57,131,83
7,10,57,133,87
8,10,65,135,86
9,10,65,136,78
10,10,61,142,76
11,10,60,144,70
12,10,62,147,71
13,10,66,150,65
14,10,67,153,60
15,10,65,155,61
16,10,60,161,56
17,10,64,162,51
18,10,65,164,56
19,10,61,172,50
20,10,54,175,48
21,10,54,174,52
22,10,55,179,48
23,10,57,187,43
24,10,59,190,43
25,10,58,192,40
26,10,60,194,37
27,10,66,195,47
28,10,73,195,49
29,10,67,200,39
30,10,72,204,39
31,10,77,200,33
32,10,78,200,41
33,10,78,199,45
34,10,79,196,36
35,10,85,192,33
36,10,80,191,40
37,10,83,185,44
38,10,87,177,42
39,10,91,174,41
40,10,94,170,42
41,10,97,161,48
42,10,103,151,53
43,10,106,145,59
44,10,110,139,58
45,10,110,137,57
46,10,108,135,64
47,10,110,129,66
48,10,114,123,68
49,10,115,121,69
50,10,122,116,71
51,10,117,113,71
52,10,115,112,70
53,10,121,108,78
54,10,123,107,78
55,10,123,104,79
56,10,119,104,84
57,10,114,104,83
58,10,111,105,89
59,10,113,103,93
60,10,120,100,98
61,10,115,103,96
62,10,114,105,88
63,10,118,100,97
64,10,122,97,99
65,10,124,98,91
66,10,121,99,95
67,10,113,101,91
68,10,113,101,89
69,10,115,100,94
70,10,118,98,94
71,10,125,92,96
72,10,129,93,94
73,10,133,94,94
74,10,135,90,103
75,10,129,92,96
76,10,128,93,94
77,10,131,91,100
78,10,132,90,100
79,10,137,90,99
80,10,138,89,97
81,10,140,89,95
82,10,145,90,97
83,10,151,85,98
84,10,154,83,100
85,10,153,86,95
86,10,155,87,94
87,10,159,85,96
88,10,170,80,101
89,10,173,81,100
90,10,177,84,97
91,10,182,81,97
92,10,184,78,98
93,10,186,79,97
94,10,187,79,100
95,10,188,77,101
96,10,190,74,100
97,10,187,75,102
98,10,181,75,99
99,10,177,74,102
100,10,173,75,101
101,10,171,74,100
102,10,167,73,94
103,10,160,72,95
104,10,152,73,97
105,10,142,72,95
106,10,131,74,93
107,10,129,73,94
108,10,126,73,91
109,10,125,72,88
110,10,119,71,87
111,10,116,70,90
112,10,103,71,87
113,10,96,73,86
114,10,92,70,82
115,10,93,68,81
116,10,95,65,80
117,10,88,62,82
118,10,76,65,78
119,10,71,65,74
0,11,55,119,89
1,11,61,120,91
2,11,63,122,86
3,11,66,125,84
4,11,63,129,87
5,11,61,132,88
6,11,63,130,83
7,11,60,133,86
8,11,61,133,84
9,11,64,137,78
10,11,60,140,79
11,11,61,145,75
12,11,65,147,76
13,11,67,149,67
14,11,67,152,64
15,11,61,155,64
16,11,58,162,56
17,11,64,164,50
18,11,60,170,53
19,11,59,175,49
20,11,58,177,48
21,11,57,181,51
22,11,59,183,50
23,11,59,188,42
24,11,60,190,37
25,11,61,196,38
26,11,64,200,38
27,11,71,200,40
28,11,69,206,37
29,11,66,208,30
30,11,69,207,30
31,11,76,207,33
32,11,80,202,36
33,11,83,200,42
34,11,80,201,44
35,11,88,195,39
36,11,92,189,40
37,11,91,185,42
38,11,95,178,46
39,11,96,175,41
40,11,94,171,38
41,11,100,165,45
42,11,106,155,49
43,11,111,146,59
44,11,115,140,59
45,11,114,139,58
46,11,110,136,63
47,11,113,130,67
48,11,118,127,71
49,11,118,122,71
50,11,119,120,70
51,11,121,114,73
52,11,123,108,72
53,11,123,105,77
54,11,123,102,82
55,11,119,104,84
56,11,122,102,82
57,11,119,103,77
58,11,119,102,81
59,11,119,100,91
60,11,120,100,100
61,11,119,101,98
62,11,118,100,97
63,11,118,99,99
64,11,120,100,100
65,11,122,100,94
66,11,121,99,95
67,11,113,101,94
68,11,116,99,91
69,11,124,97,93
70,11,120,97,96
71,11,120,96,100
72,11,121,96,96
73,11,123,95,96
74,11,130,93,97
75,11,126,94,96
76,11,129,94,99
