X,Y,Nx,Ny,Nz
0,0,127,127,255
1,0,127,127,255
2,0,127,127,255
3,0,127,127,255
4,0,127,127,255
5,0,127,127,255
6,0,127,127,255
7,0,127,127,255
8,0,127,127,255
9,0,127,127,255
10,0,127,127,255
11,0,127,127,255
12,0,127,127,255
13,0,127,127,255
14,0,127,127,255
15,0,127,127,255
16,0,127,127,255
17,0,127,127,255
18,0,127,127,255
19,0,127,127,255
20,0,127,127,255
21,0,127,127,255
22,0,127,127,255
23,0,127,127,255
24,0,127,127,255
25,0,127,127,255
26,0,127,127,255
27,0,127,127,255
28,0,127,127,255
29,0,127,127,255
30,0,127,127,255
31,0,127,127,255
32,0,127,127,255
33,0,127,127,255
34,0,127,127,255
35,0,127,127,255
36,0,127,127,255
37,0,127,127,255
38,0,127,127,255
39,0,127,127,255
40,0,127,127,255
41,0,127,127,255
42,0,127,127,255
43,0,127,127,255
44,0,127,127,255
45,0,127,127,255
46,0,127,127,255
47,0,127,127,255
48,0,127,127,255
49,0,127,127,255
50,0,127,127,255
51,0,127,127,255
52,0,127,127,255
53,0,127,127,255
54,0,127,127,255
55,0,127,127,255
56,0,127,127,255
57,0,127,127,255
58,0,127,127,255
59,0,127,127,255
60,0,127,127,255
61,0,127,127,255
62,0,127,127,255
63,0,127,127,255
64,0,127,127,255
65,0,127,127,255
66,0,127,127,255
67,0,127,127,255
68,0,127,127,255
69,0,127,127,255
70,0,127,127,255
71,0,127,127,255
72,0,127,127,255
73,0,127,127,255
74,0,127,127,255
75,0,127,127,255
76,0,127,127,255
77,0,127,127,255
78,0,127,127,255
79,0,127,127,255
80,0,127,127,255
81,0,127,127,255
82,0,127,127,255
83,0,127,127,255
84,0,127,127,255
85,0,127,127,255
86,0,127,127,255
87,0,127,127,255
88,0,127,127,255
89,0,127,127,255
90,0,127,127,255
91,0,127,127,255
92,0,127,127,255
93,0,127,127,255
94,0,127,127,255
95,0,127,127,255
96,0,127,127,255
97,0,127,127,255
98,0,127,127,255
99,0,127,127,255
100,0,127,127,255
101,0,127,127,255
102,0,127,127,255
103,0,127,127,255
104,0,127,127,255
105,0,127,127,255
106,0,127,127,255
107,0,127,127,255
108,0,127,127,255
109,0,127,127,255
110,0,127,127,255
111,0,127,127,255
112,0,127,127,255
113,0,127,127,255
114,0,127,127,255
115,0,127,127,255
116,0,127,127,255
117,0,127,127,255
118,0,127,127,255
119,0,127,127,255
0,1,127,127,255
1,1,127,127,255
2,1,127,127,255
3,1,127,127,255
4,1,127,127,255
5,1,127,127,255
6,1,127,127,255
7,1,127,127,255
8,1,127,127,255
9,1,127,127,255
10,1,127,127,255
11,1,127,127,255
12,1,127,127,255
13,1,127,127,255
14,1,127,127,255
15,1,127,127,255
16,1,127,127,255
17,1,127,127,255
18,1,127,127,255
19,1,127,127,255
20,1,127,127,255
21,1,127,127,255
22,1,127,127,255
23,1,127,127,255
24,1,127,127,255
25,1,127,127,255
26,1,127,127,255
27,1,127,127,255
28,1,127,127,255
29,1,127,127,255
30,1,127,127,255
31,1,127,127,255
32,1,127,127,255
33,1,127,127,255
34,1,127,127,255
35,1,127,127,255
36,1,127,127,255
37,1,127,127,255
38,1,127,127,255
39,1,127,127,255
40,1,127,127,255
41,1,127,127,255
42,1,127,127,255
43,1,127,127,255
44,1,127,127,255
45,1,127,127,255
46,1,127,127,255
47,1,127,127,255
48,1,127,127,255
49,1,127,127,255
50,1,127,127,255
51,1,127,127,255
52,1,127,127,255
53,1,127,127,255
54,1,127,127,255
55,1,127,127,255
56,1,127,127,255
57,1,127,127,255
58,1,127,127,255
59,1,127,127,255
60,1,127,127,255
61,1,127,127,255
62,1,127,127,255
63,1,127,127,255
64,1,127,127,255
65,1,127,127,255
66,1,127,127,255
67,1,127,127,255
68,1,127,127,255
69,1,127,127,255
70,1,127,127,255
71,1,127,127,255
72,1,127,127,255
73,1,127,127,255
74,1,127,127,255
75,1,127,127,255
76,1,127,127,255
77,1,127,127,255
78,1,127,127,255
79,1,127,127,255
80,1,127,127,255
81,1,127,127,255
82,1,127,127,255
83,1,127,127,255
84,1,127,127,255
85,1,127,127,255
86,1,127,127,255
87,1,127,127,255
88,1,127,127,255
89,1,127,127,255
90,1,127,127,255
91,1,127,127,255
92,1,127,127,255
93,1,127,127,255
94,1,127,127,255
95,1,127,127,255
96,1,127,127,255
97,1,127,127,255
98,1,127,127,255
99,1,127,127,255
100,1,127,127,255
101,1,127,127,255
102,1,127,127,255
103,1,127,127,255
104,1,127,127,255
105,1,127,127,255
106,1,127,127,255
107,1,127,127,255
108,1,127,127,255
109,1,127,127,255
110,1,127,127,255
111,1,127,127,255
112,1,127,127,255
113,1,127,127,255
114,1,127,127,255
115,1,127,127,255
116,1,127,127,255
117,1,127,127,255
118,1,127,127,255
119,1,127,127,255
0,2,127,127,255
1,2,127,127,255
2,2,127,127,255
3,2,127,127,255
4,2,127,127,255
5,2,127,127,255
6,2,127,127,255
7,2,127,127,255
8,2,127,127,255
9,2,127,127,255
10,2,127,127,255
11,2,127,127,255
12,2,127,127,255
13,2,127,127,255
14,2,127,127,255
15,2,127,127,255
16,2,127,127,255
17,2,127,127,255
18,2,127,127,255
19,2,127,127,255
20,2,127,127,255
21,2,127,127,255
22,2,127,127,255
23,2,127,127,255
24,2,127,127,255
25,2,127,127,255
26,2,127,127,255
27,2,127,127,255
28,2,127,127,255
29,2,127,127,255
30,2,127,127,255
31,2,127,127,255
32,2,127,127,255
33,2,127,127,255
34,2,127,127,255
35,2,127,127,255
36,2,127,127,255
37,2,127,127,255
38,2,127,127,255
39,2,127,127,255
40,2,127,127,255
41,2,127,127,255
42,2,127,127,255
43,2,127,127,255
44,2,127,127,255
45,2,127,127,255
46,2,127,127,255
47,2,127,127,255
48,2,127,127,255
49,2,127,127,255
50,2,127,127,255
51,2,127,127,255
52,2,127,127,255
53,2,127,127,255
54,2,127,127,255
55,2,127,127,255
56,2,127,127,255
57,2,127,127,255
58,2,127,127,255
59,2,127,127,255
60,2,127,127,255
61,2,127,127,255
62,2,127,127,255
63,2,127,127,255
64,2,127,127,255
65,2,127,127,255
66,2,127,127,255
67,2,127,127,255
68,2,127,127,255
69,2,127,127,255
70,2,127,127,255
71,2,127,127,255
72,2,127,127,255
73,2,127,127,255
74,2,127,127,255
75,2,127,127,255
76,2,127,127,255
77,2,127,127,255
78,2,127,127,255
79,2,127,127,255
80,2,127,127,255
81,2,127,127,255
82,2,127,127,255
83,2,127,127,255
84,2,127,127,255
85,2,127,127,255
86,2,127,127,255
87,2,127,127,255
88,2,127,127,255
89,2,127,127,255
90,2,127,127,255
91,2,127,127,255
92,2,127,127,255
93,2,127,127,255
94,2,127,127,255
95,2,127,127,255
96,2,127,127,255
97,2,127,127,255
98,2,127,127,255
99,2,127,127,255
100,2,127,127,255
101,2,127,127,255
102,2,127,127,255
103,2,127,127,255
104,2,127,127,255
105,2,127,127,255
106,2,127,127,255
107,2,127,127,255
108,2,127,127,255
109,2,127,127,255
110,2,127,127,255
111,2,127,127,255
112,2,127,127,255
113,2,127,127,255
114,2,127,127,255
115,2,127,127,255
116,2,127,127,255
117,2,127,127,255
118,2,127,127,255
119,2,127,127,255
0,3,127,127,255
1,3,127,127,255
2,3,127,127,255
3,3,127,127,255
4,3,127,127,255
5,3,127,127,255
6,3,127,127,255
7,3,127,127,255
8,3,127,127,255
9,3,127,127,255
10,3,127,127,255
11,3,127,127,255
12,3,127,127,255
13,3,127,127,255
14,3,127,127,255
15,3,127,127,255
16,3,127,127,255
17,3,127,127,255
18,3,127,127,255
19,3,127,127,255
20,3,127,127,255
21,3,127,127,255
22,3,127,127,255
23,3,127,127,255
24,3,127,127,255
25,3,127,127,255
26,3,127,127,255
27,3,127,127,255
28,3,127,127,255
29,3,127,127,255
30,3,127,127,255
31,3,127,127,255
32,3,127,127,255
33,3,127,127,255
34,3,127,127,255
35,3,127,127,255
36,3,127,127,255
37,3,127,127,255
38,3,127,127,255
39,3,127,127,255
40,3,127,127,255
41,3,127,127,255
42,3,127,127,255
43,3,127,127,255
44,3,127,127,255
45,3,127,127,255
46,3,127,127,255
47,3,127,127,255
48,3,127,127,255
49,3,127,127,255
50,3,127,127,255
51,3,127,127,255
52,3,127,127,255
53,3,127,127,255
54,3,127,127,255
55,3,127,127,255
56,3,127,127,255
57,3,127,127,255
58,3,127,127,255
59,3,127,127,255
60,3,127,127,255
61,3,127,127,255
62,3,127,127,255
63,3,127,127,255
64,3,127,127,255
65,3,127,127,255
66,3,127,127,255
67,3,127,127,255
68,3,127,127,255
69,3,127,127,255
70,3,127,127,255
71,3,127,127,255
72,3,127,127,255
73,3,127,127,255
74,3,127,127,255
75,3,127,127,255
76,3,127,127,255
77,3,127,127,255
78,3,127,127,255
79,3,127,127,255
80,3,127,127,255
81,3,127,127,255
82,3,127,127,255
83,3,127,127,255
84,3,127,127,255
85,3,127,127,255
86,3,127,127,255
87,3,127,127,255
88,3,127,127,255
89,3,127,127,255
90,3,127,127,255
91,3,127,127,255
92,3,127,127,255
93,3,127,127,255
94,3,127,127,255
95,3,127,127,255
96,3,127,127,255
97,3,127,127,255
98,3,127,127,255
99,3,127,127,255
100,3,127,127,255
101,3,127,127,255
102,3,127,127,255
103,3,127,127,255
104,3,127,127,255
105,3,127,127,255
106,3,127,127,255
107,3,127,127,255
108,3,127,127,255
109,3,127,127,255
110,3,127,127,255
111,3,127,127,255
112,3,127,127,255
113,3,127,127,255
114,3,127,127,255
115,3,127,127,255
116,3,127,127,255
117,3,127,127,255
118,3,127,127,255
119,3,127,127,255
0,4,127,127,255
1,4,127,127,255
2,4,127,127,255
3,4,127,127,255
4,4,127,127,255
5,4,127,127,255
6,4,127,127,255
7,4,127,127,255
8,4,127,127,255
9,4,127,127,255
10,4,127,127,255
11,4,127,127,255
12,4,127,127,255
13,4,127,127,255
14,4,127,127,255
15,4,127,127,255
16,4,127,127,255
17,4,127,127,255
18,4,127,127,255
19,4,127,127,255
20,4,127,127,255
21,4,127,127,255
22,4,127,127,255
23,4,127,127,255
24,4,127,127,255
25,4,127,127,255
26,4,127,127,255
27,4,127,127,255
28,4,127,127,255
29,4,127,127,255
30,4,127,127,255
31,4,127,127,255
32,4,127,127,255
33,4,127,127,255
34,4,127,127,255
35,4,127,127,255
36,4,127,127,255
37,4,127,127,255
38,4,127,127,255
39,4,127,127,255
40,4,127,127,255
41,4,127,127,255
42,4,127,127,255
43,4,127,127,255
44,4,127,127,255
45,4,127,127,255
46,4,127,127,255
47,4,127,127,255
48,4,127,127,255
49,4,127,127,255
50,4,127,127,255
51,4,127,127,255
52,4,127,127,255
53,4,127,127,255
54,4,127,127,255
55,4,127,127,255
56,4,127,127,255
57,4,127,127,255
58,4,127,127,255
59,4,127,127,255
60,4,127,127,255
61,4,127,127,255
62,4,127,127,255
63,4,127,127,255
64,4,127,127,255
65,4,127,127,255
66,4,127,127,255
67,4,127,127,255
68,4,127,127,255
69,4,127,127,255
70,4,127,127,255
71,4,127,127,255
72,4,127,127,255
73,4,127,127,255
74,4,127,127,255
75,4,127,127,255
76,4,127,127,255
77,4,127,127,255
78,4,127,127,255
79,4,127,127,255
80,4,127,127,255
81,4,127,127,255
82,4,127,127,255
83,4,127,127,255
84,4,127,127,255
85,4,127,127,255
86,4,127,127,255
87,4,127,127,255
88,4,127,127,255
89,4,127,127,255
90,4,127,127,255
91,4,127,127,255
92,4,127,127,255
93,4,127,127,255
94,4,127,127,255
95,4,127,127,255
96,4,127,127,255
97,4,127,127,255
98,4,127,127,255
99,4,127,127,255
100,4,127,127,255
101,4,127,127,255
102,4,127,127,255
103,4,127,127,255
104,4,127,127,255
105,4,127,127,255
106,4,127,127,255
107,4,127,127,255
108,4,127,127,255
109,4,127,127,255
110,4,127,127,255
111,4,127,127,255
112,4,127,127,255
113,4,127,127,255
114,4,127,127,255
115,4,127,127,255
116,4,127,127,255
117,4,127,127,255
118,4,127,127,255
119,4,127,127,255
0,5,127,127,255
1,5,127,127,255
2,5,127,127,255
3,5,127,127,255
4,5,127,127,255
5,5,127,127,255
6,5,127,127,255
7,5,127,127,255
8,5,127,127,255
9,5,127,127,255
10,5,127,127,255
11,5,127,127,255
12,5,127,127,255
13,5,127,127,255
14,5,127,127,255
15,5,127,127,255
16,5,127,127,255
17,5,127,127,255
18,5,127,127,255
19,5,127,127,255
20,5,127,127,255
21,5,127,127,255
22,5,127,127,255
23,5,127,127,255
24,5,127,127,255
25,5,127,127,255
26,5,127,127,255
27,5,127,127,255
28,5,127,127,255
29,5,127,127,255
30,5,127,127,255
31,5,127,127,255
32,5,127,127,255
33,5,127,127,255
34,5,127,127,255
35,5,127,127,255
36,5,127,127,255
37,5,127,127,255
38,5,127,127,255
39,5,127,127,255
40,5,127,127,255
41,5,127,127,255
42,5,127,127,255
43,5,127,127,255
44,5,127,127,255
45,5,127,127,255
46,5,127,127,255
47,5,127,127,255
48,5,127,127,255
49,5,127,127,255
50,5,127,127,255
51,5,127,127,255
52,5,127,127,255
53,5,127,127,255
54,5,127,127,255
55,5,127,127,255
56,5,127,127,255
57,5,127,127,255
58,5,127,127,255
59,5,127,127,255
60,5,127,127,255
61,5,127,127,255
62,5,127,127,255
63,5,127,127,255
64,5,127,127,255
65,5,127,127,255
66,5,127,127,255
67,5,127,127,255
68,5,127,127,255
69,5,127,127,255
70,5,127,127,255
71,5,127,127,255
72,5,127,127,255
73,5,127,127,255
74,5,127,127,255
75,5,127,127,255
76,5,127,127,255
77,5,127,127,255
78,5,127,127,255
79,5,127,127,255
80,5,127,127,255
81,5,127,127,255
82,5,127,127,255
83,5,127,127,255
84,5,127,127,255
85,5,127,127,255
86,5,127,127,255
87,5,127,127,255
88,5,127,127,255
89,5,127,127,255
90,5,127,127,255
91,5,127,127,255
92,5,127,127,255
93,5,127,127,255
94,5,127,127,255
95,5,127,127,255
96,5,127,127,255
97,5,127,127,255
98,5,127,127,255
99,5,127,127,255
100,5,127,127,255
101,5,127,127,255
102,5,127,127,255
103,5,127,127,255
104,5,127,127,255
105,5,127,127,255
106,5,127,127,255
107,5,127,127,255
108,5,127,127,255
109,5,127,127,255
110,5,127,127,255
111,5,127,127,255
112,5,127,127,255
113,5,127,127,255
114,5,127,127,255
115,5,127,127,255
116,5,127,127,255
117,5,127,127,255
118,5,127,127,255
119,5,127,127,255
0,6,127,127,255
1,6,127,127,255
2,6,127,127,255
3,6,127,127,255
4,6,127,127,255
5,6,127,127,255
6,6,127,127,255
7,6,127,127,255
8,6,127,127,255
9,6,127,127,255
10,6,127,127,255
11,6,127,127,255
12,6,127,127,255
13,6,127,127,255
14,6,127,127,255
15,6,127,127,255
16,6,127,127,255
17,6,127,127,255
18,6,127,127,255
19,6,127,127,255
20,6,127,127,255
21,6,127,127,255
22,6,127,127,255
23,6,127,127,255
24,6,127,127,255
25,6,127,127,255
26,6,127,127,255
27,6,127,127,255
28,6,127,127,255
29,6,127,127,255
30,6,127,127,255
31,6,127,127,255
32,6,127,127,255
33,6,127,127,255
34,6,127,127,255
35,6,127,127,255
36,6,127,127,255
37,6,127,127,255
38,6,127,127,255
39,6,127,127,255
40,6,127,127,255
41,6,127,127,255
42,6,127,127,255
43,6,127,127,255
44,6,127,127,255
45,6,127,127,255
46,6,127,127,255
47,6,127,127,255
48,6,127,127,255
49,6,127,127,255
50,6,127,127,255
51,6,127,127,255
52,6,127,127,255
53,6,127,127,255
54,6,127,127,255
55,6,127,127,255
56,6,127,127,255
57,6,127,127,255
58,6,127,127,255
59,6,127,127,255
60,6,127,127,255
61,6,127,127,255
62,6,127,127,255
63,6,127,127,255
64,6,127,127,255
65,6,127,127,255
66,6,127,127,255
67,6,127,127,255
68,6,127,127,255
69,6,127,127,255
70,6,127,127,255
71,6,127,127,255
72,6,127,127,255
73,6,127,127,255
74,6,127,127,255
75,6,127,127,255
76,6,127,127,255
77,6,127,127,255
78,6,127,127,255
79,6,127,127,255
80,6,127,127,255
81,6,127,127,255
82,6,127,127,255
83,6,127,127,255
84,6,127,127,255
85,6,127,127,255
86,6,127,127,255
87,6,127,127,255
88,6,127,127,255
89,6,127,127,255
90,6,127,127,255
91,6,127,127,255
92,6,127,127,255
93,6,127,127,255
94,6,127,127,255
95,6,127,127,255
96,6,127,127,255
97,6,127,127,255
98,6,127,127,255
99,6,127,127,255
100,6,127,127,255
101,6,127,127,255
102,6,127,127,255
